sender,text,intent,label
+6390838***65,"Dagdag na bonus para sa larong Slot dobleng papremyo pa makukuha mo, Register na sa 99bet lucky.b99y.xyz/MA29y6",Gambling Scam,3
+6395187***85,Magrehistro online para sa mga laro ng slot at makakuha ng P77: funinn.online,Gambling Scam,3
+63981****184,"(FULL NAME), Kasama na lahat ng kailangan sa mybitglobal, pinduting ang http://nuob0p7g.com at may 10",Investment Scam,6
+63900****000,"[NAME]., Maglaro ng W.PL5SS para makakuha ng IP14P7M7X! Magrehistro para makakuha ng 5179 da'jiang at 2.5% na bonus! w22pl7s.com/W74U",Prize Scam,10
BDO Deals,"BUY NOW PAY LATER at the Lazada 6.6 Sale until 06/08/2025! Avail 0% interest up to 12 months w/ your BDO Credit Card at Samsung, Huawei, TCL, Fujidenzo, Midea & more. Choose 0% installment as payment method & select term. BUY NOW PAY LATER is available year-round. Visit BDO website for T&Cs. DTI208437",Commercial Spam,1
SMART,"Don't miss the FIBA World Cup Draw & watch global Fil-Am star Saweetie, Sarah G, & more LIVE TONIGHT at 7:30PM on the Smart LiveStream App: smrt.ph/livestream",Commercial Spam,1
+63916****098,winpinas8.com,Gambling Scam,3
+6396490***72,New Players at JILIViP Register download APP to get Angapao P688 + mysterious bonus:jl11.tv/bonus,Gambling Scam,3
UnionBank,"Need cash right this minute?! Say no more! Loan up P87400 and get cash in your account in minutes! What are you waiting for?! Apply Now! Apply via UnionBank app: 1. Log in > Go to main dashboard 2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process Apply via UnionBank website: 1. Go to Loans > Quick Loans, select 'I have an invite code,' 2. Enter your invite code - 744BF8 for account number ending with 4605 Claim your offer before it expires on Mar 31, 11:59PM!",Commercial Spam,1
+6391090***85,"Hurry! WinPlus Saturday special T.G.I.S! Enjoy Free 999 bonus, Jackpot vibes. Plus, bonus treats 588p+388p at WinPlusph4.icu",Gambling Scam,3
+63997****680,"po, I am a part-time manager working in my free time. Earn 6000P easily every day. Click on WS for consultation: https://bit.ly/3P19XuU",Job Scam,7
+63640****000,"[NAME].,Play here at Winning Plus! Slot and fishing games and your Claim 3% GCASH BONUS now! winningplusph.com",Gambling Scam,3
+6395068***92,"Register now to get 188 for free, First gift 168% Bonus again for new users make first deposit: https://suo.yt/NPLMMEY",Investment Scam,6
+63946****315,Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa rwltoyq07hji.bonus.lc.,Gambling Scam,3
SMART,Visit the Smart App to register to our promos EASILY! smrt.ph/Check_Usage,Commercial Spam,1
BDO Deals,"30% OFF on buffet at SEVEN CORNERS w/ BDO Credit Cards -Min of 2 & max of 6 pax -Mon-Sun, fr 8/15-10/31/24 Search Seven Corners on BDO web for T&C. DTI200174",Commercial Spam,1
Maya,2x Cashbacks! Open the Maya App & claim your Free P10 Gift Voucher! Do any Spend transaction & get another P10 Voucher. Enjoy unlimited cashbacks with Maya!,Commercial Spam,1
+63969****361,"Bagong miyembro magdeposito ng 100 makakakuha ng 50, yan ang iyong bonus http://fdsv06.online",Investment Scam,6
+63900****000,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qhmz.bid,Job Scam,7
SMART,Travelling soon? Stay connected across multiple destinations by Pre-booking a GigaRoam data pack. Visit SMRT.PH/GigaRoam,Commercial Spam,1
+6398533***18,Get ready to be a Sugar Star! Sign up for SugarPlay and claim 2000 bonus. Don't miss win 3888 in prizes at fantastic slots event. Join now at Sp7Go1.com,Gambling Scam,3
SMART,Lakers vs Nuggets tip-off the season on NBA League Pass! Stream all the games LIVE for only P425/mo by charging to your postpaid bill smrt.ph/NBALPPosSMS,Commercial Spam,1
+63981****735,"Attn Po/Ma 'am,S.W.S COVID 19 Grant Allowance for SENIOR CITIZENS ,Retireds & Workers .Send /Email your details to ADMIN -carmaysawal10@gmail.com",Government Spoofing,4
+63910****915,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://SugarPlay.icu",Gambling Scam,3
BDO Deals,P300 OFF at SM Store with BDO Mastercard! Valid for a min. single-receipt purchase of P10K from 05/23-27/26. Search Back to School on BDO web for T&C.DTI255492,Commercial Spam,1
+63918****265,"<REAL NAME>, Win big at GoJackpot: Get a 100% up to 777 Welcome Bonus + 3% Deposit Bonus. Enjoy Daily cashback up to 888! Sign up now at gojackpotph4.com",Gambling Scam,3
+63910****122,"<REAL NAME>, Enjoy LOTTERY GAMES and WIN money on Jackpot City! Sign up now and make your first deposit! jackpotcityfreecash.com",Gambling Scam,3
+63985****966,1M+ Jackpot Prize? Only 1 Peso to Play! Login daily and get free Peso! Now is win: http://win777.rest/Yy5,Gambling Scam,3
+63985****532,"YoU cAN AvAiL 50K-2M Fast,& Easy approVEd..txt or call 09504250181 LOOK FOR MS. JEN",Loan Scam,8
SMART,"To our valued Smart subscribers, as your trusted partner no matter the distance, we want you to know that Smart Cares. From June 23 to 25, you can make FREE IDD calls from the Philippines to Iran and Israel to help you stay connected with your loved ones in times of crisis. For more assistance, you may call our dedicated 24/7 Smart Emergency Support Line at +63288457799.",Commercial Spam,1
+63910****467,"<REAL NAME>, Experience the thrill at JackpotCity! Enjoy a 5% USDT Deposit Bonus for PHP100 only. Join now jpcroyal3.com",Gambling Scam,3
smart,"Hi SCOTT ! Power up your wellness with mWell, the all-in-one wellness app where you can get an online medical consultation and reach your fitness goals with a free health tracker & more. Claim your FREE Gift of Wellness and book an online medical consultation (across specialties) via the mWell app: SMART-csvslxk so you can begin your fitness journey. Code is valid only until Feb. 28, 2023. Download the mWell app: mwellph.onelink.me/lnFL/sigSMS22 T&Cs apply. DTI#15731",Commercial Spam,1
+63981****486,"NOTE! your simcard no. had won php730,000.00 frm: san miguel corp. 4 more info & dtails.txt your name/add/age/occupation.im sec:RUDY T. VALDEZ. Dti#3202s20",Prize Scam,10
+63917****599,"Good day. We are offering sangla orcr of car w/o taking the car. if interested, text me how (0917)-7263340 Adolf",Loan Scam,8
+63981****542,"[Full GCash Name],Wag magpaiwan, sabay sabay idownload, bilisan kunin ang ¤10 http://931ccx.com",Investment Scam,6
+63985****481,[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph7.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,Gambling Scam,3
+63939****674,#Pag natanggap mo ang mensaheng ito. Maaari kang makakuha ng 1000 sa phbwin26.com,Prize Scam,10
+63981****189,"Pinakamahusay na online platform [LAST NAME, INITIALS] 5C2SH partner! I-cl5ck para mag-cl5im ng 10,000 b2nus ngayon! GQIldZXe9Zk= jijiph.com/BETNOW",Prize Scam,10
+6391056***93,"Kamusta, bagong free money bonus 1999 - walang deposit condition, paki-login kmjb.eu/2255 Para makakuha ng libreng pera 1999 hindi",Investment Scam,6
+63985****422,panalo8.com,Gambling Scam,3
+63981****275,ugccuprno1z0h7r.muffermissourian.tw/dfyv8shz7idqn5t 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,Gambling Scam,3
BDO Deals,"ONE-DAY PRESALE: Get special access to 2026-27 BABYMONSTER WORLD TOUR (CHOOM) IN MANILA, exclusive with your BDO Mastercard! Presale: June 2, 12:00PM - 11:59PM Concert details: Sep 5, 2026 (7PM) at SM Mall of Asia Arena Search BABYMONSTER on BDO web for T&C. DTI245475",Commercial Spam,1
+6392936***65,Gusto mong kumita ng pera nang madali? Mag-imbita ng kaibigan sa W19 Games at kumita ng ?10 na premyo! tinyurl.com/3Rec2sm,Gambling Scam,3
+6394671***28,"Maligayang bagong Taon! Maaari mong tangkilikin ang 30% na bonus sa bawat oras na magdeposito ka sa 177BET, na walang limitasyon sa bilang ng beses! 1asdo.bid",Investment Scam,6
GLOBEATHOME,"Hi! To make sure your broadband connection is running smoothly, we'll be doing a systems check in your area on December 19, 2025 from 8 AM to 5 PM. During this time, you may experience difficulty in using our home internet and landline services for up to 15 minutes. We're sorry for the inconvenience. Don't worry, services will be back to normal once we complete our activity. Once completed, simply restart your modem to start surfing again. Thank you!",Commercial Spam,1
+63981****754,"Try our hot Games! Slot, Poker, Sports and MORE 100% Deposit rebate! Come and play with our Live Casino girls! onlinebet.ph/JB-game",Gambling Scam,3
+6398561***08,"Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://cddk.store )",Gambling Scam,3
+63954****732,Meet us at the usual spot.,HAM,5
+63951****071,"Saya-saya, may kasamang bonus! Kumita ng hanggang 3000 pesos! Kuha ng 100% Welcome Bonus + 50% Live Casino Bonus sa epluckwin.de !",Gambling Scam,3
+63917****405,"For employed and self employed?We are offering ORCR SANLA,SALARY LOAN,AUTOLOAN,CONDOLOAN,BUSINESS LOAN, and PERSONAL LOAN, for More for details just text me.",Loan Scam,8
+63985****478,"Big wins, small stakes! See if 6 pesos can become 60k in Golden Empire. Dare to win at bonus.ms/QuYWlk7nk7PWp.",Gambling Scam,3
+63981****761,Lahat ng manlalaro ay kinakailangang mag-verify ng kanilang valid ID para sa pambansang pagsubaybay sa online gaming: bit.ly/JB-Gaming,Government Spoofing,4
+63985****532,"Job Open Offer,:Forward your updated resume directly to the establishment @ fdp589752135@gmail.com , Get a chance to work in a decent country.",Job Scam,7
+63981****893,"Kami ay opisyal na partner ng J.I.L.I SIots sigua do at maasahan http://gaming63.xyz/Bct 10,000PH.P Daily UNLI Dep0sit Bo.nus with 24/7 Cash In/Out",Gambling Scam,3
+63640****000,"Free 880, get it for free, please log in to https://ty9445.com/?a=74043 to get 880! First come first served!",Prize Scam,10
+63981****991,http://betting.pics/JsK,Gambling Scam,3
+63900****000,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. ahjk.bid",Job Scam,7
+6398533***37,"[BANCO DE ORO!] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here: shorten.ee/BDO-ONLINE",Bank Scam,0
+63972****686,Don't forget your umbrella.,HAM,5
+63917****684,G00d day I'm alex Avail 3Okup with securedt0pr0cess with l0wrate call or text at 09852592068,Prize Scam,10
+63946****498,Happy Thursday LODI at Merry Xmas sayo! Maraming papremyo ang naghihintayo sayo dito! Register now and get your free golden egg! breakingnewsmanila.com/Game,Gambling Scam,3
+63900****000,"Sa Spins Rounds Challenge, may chance kang manalo ng Yamaha Mio Gravis. Kumuha agad ng bonus sa spnswow.eu !",Gambling Scam,3
+63946****185,"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino! 177bet2.loan",Gambling Scam,3
+63981****621,>>Hot on'line<< http://cockfighting.online/oKq L'ucky--Wh'eel: up to 100K' PHP everyday!,Gambling Scam,3
+63953****159,"We have approved your interviewon July 7, and you can easilyget 5734. Please contact intime:https://api.whatsapp.com/send/?phone=639774503226&text&app_absent=0",Job Scam,7
+63910****588,Na refund na sa iyong account ang P2020 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na: win996.fo,Loan Scam,8
BDO Deals,"Save your card & get P500 Cashback on your first Shopee purchase w/ BDO Mastercard Credit Card. Valid for a min. cumulative spend of P3,500. To join, enroll your Promo ID 432A4649AA Promo runs from May 1 to 31, 2025. For T&Cs, visit the BDO website & search Shopee Cashback. DTI223209",Commercial Spam,1
BDO Deals,"Get EXTRA P200 OFF on GrabFood w/ BDO Cards! Use code BDOPAYDAYS on P1,200 spend every payday until 9/30/24. Search GRABFOOD on the BDO site for T&C. DTI193031",Commercial Spam,1
+63921****263,"Hello kumusta poðŸ˜˜ It is with our great pleasure to invite you and be part as we proudly celebrate BIOESSENCE MEGAMALL 's 28th year Anniversary, Together lets enjoy this moment with lots of promo, give aways and free treatment too, see you on May 13, Saturday, for confirmation pls call or txt me on this number, Ms.Grace â£ï¸",Commercial Spam,1
+63909****109,Congrats! 15.9M Jackpot is won!!! BingoPlus is honoured to bring filipino happiness. Sign up now and get free40P. cutt.ly/BingoPlusPH,Gambling Scam,3
+63985****765,"May offer ngayon, magrehistro at may ¤10 http://nab60q.com",Investment Scam,6
+63981****731,Subukan ang iyong swerte sa pinakasikat na online sabong at slot machine sa Pilipinas. Mag-login at maglaro na: http://onlinebet.ph/game,Gambling Scam,3
+63962****821,Luck is no accident. You are simply LUCKY!! Join us and Cl@im up to P3000!! FOR FREE!!! Reg1ster here at piy.life/76,Prize Scam,10
+63987****655,NO.1 Legal na online game sa Pilipinas! http://fdsv08.site,Gambling Scam,3
+63640****000,sumali na sa laro? bilisan mo https://risu.io/aeDwP,Gambling Scam,3
+6398138***48,JP7 Sign up now! WIN 377P at jp7.online/bc Bjf6,Gambling Scam,3
+63900****000,Where Fortune Awaits! GJP PH Gift P3000! Grab now gjpwin.golf,Prize Scam,10
BDO Deals,"30% OFF w/ BDO Cards at Gap, Old Navy & Banana Republic in-store and online! Use code BDODEALS til 7/31. Search Gap at BDO web for T&C. DTI224181",Commercial Spam,1
+6391005***52,"69i.co.za I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo.7",Investment Scam,6
+63906****896,Good News! You are the lucky winner of our limited NetflÃ­x T-shirt and Cap to confirm by sending YES to proceed and continue. Thank you for choosing Globe Postpaid,Raffle Scam,11
+63981****186,"Urgent Hiring! An international digital marketing agency based in Australia is looking for Filipino virtual assistants, customer service representatives, and encoders. Earn up to ?65,000/month with full HMO. No experience required. To secure an online interview slot, email your application to mr.brettflanagan72@gmail.com today.",Job Scam,7
+63981****430,"OnlineBet PH Live Game ngayong gabi! Sabong, basketball, slots, lahat may free credits for new players: onlinebet.ph/LiveGame",Gambling Scam,3
+63962****665,"121-Today is the every 9 event of 9y Game Club, recharge 100 and get 300 free. Recharge 50 to get 100. Google enters {9Y1 5.c om}. Lucky roulette draw 8888 and iPhone14 every day",Gambling Scam,3
+6394698***84,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. kyha.bid",Job Scam,7
GCash,Get up to P125K extra funds for emergencies with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,Commercial Spam,1
+6398539***62,Sumali na sa PWIN777! Exclusive member Red Envelope promo! Manalo ng hanggang P77777! p777b3.site,Gambling Scam,3
+63985****929,Good news for you! This website has a BUG. Recharge 500P and get 500P free. You can withdraw money immediately v1i77ba1et.at,Gambling Scam,3
+63985****223,Hi <REAL NAME>! Be among the champions @ Online sabong & slot machine game! Register to acquire your 88kPHP & 100+ FREE Tokens here. 88ksabong.com/SABONGFIGHT,Gambling Scam,3
+63930****993,"Join WinningPlus now for a 100% bonus + 7% daily bonus, up to 60,00 bonus! Don't miss out on your chance to win big! Winplusph1.eu",Gambling Scam,3
UnionBank,"JUST FOR YOU: Apply for a Citi Rewards Card & get P2,000 GCash + no annual fee forever when you spend at least P20,000 w/in 60 days from approval. Plus,get a chance to win P50,000 GCash eGift. Apply at citi[.]asia/phwsre (remove brackets when copying URL onto your browser). More details at citi[.]asia/phwstc. Promo is until 06/30/23. DTI166339S23. This product is sold by Union Bank of the Philippines, using certain trademarks temporarily under license from Citigroup Inc. and related group entities.",Commercial Spam,1
