masked_celphone_number,text,intent,Cluster,
+63992****293,"Dear customer, you are cordially invited to claim your benefits, JILI and EVO Bingo jackpots are waiting for you, you can visit here kuuo.in/qEEgw Fpsf",Prize Scam,,
+63993****040,"Pagkatapos gamitin ang mybitgloba, bawat buwan kumikita ako ng isang milyon http://931ccx.com",Investment Scam,,
+63995****736,"[ PHBET ] The most popular online casino with 24h immediate cash in/out http://superwin.quest/z2r Lucky Wheel: up to 100,000PHP everyday!",Gambling Scam,,
+63995****927,"Win The Big J@CKP0T Up To 1M PHP! 100 GET 100, 500 GET 500, 5000 GET 5000|. 24/7 Immediate Cash In/Out. CLICK https://dpurl.org/tflEq",Gambling Scam,,
+63995****311,hottest online games poker slots and P5000 bonus everyday http://t-t.ink/0ebp_ 24/7 Immediate Cash in/out,Gambling Scam,,
+63995****416,"US$140,000 is awarded to your cell phone number. For details, clarification, and claim, contact:awatz258@gmail.com",Prize Scam,,
+63995****612,"Hello, I am the hiring manager of Cashbaka, due to the vacancy, we will invite you to work part-time from home, the salary will be paid on the same day, 500-3000 PHP per day   m.me/Lindacashbaka",Job Scam,,
+63995****362,"4 na pirasong SOLAR LIGHTS sa halagang 1,499.

Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50

Yes! Apat na piraso ! Dahil naka SALE siya ngayon!",Commercial Spam,,
+63995****252,"Mayroon kang unclaimed top-up bonus, huwag palampasin ito    http://fdsv08.site",Prize Scam,,
+63995****325,Ideal-Choice!! Sa isang dposit baka makha ng higit 10k pe-sos b.o.n.u.s 24/7 Im mediate Ca.sh In/Out.  http://okadaonline.shop/exH,Prize Scam,,
+63900****000,"Join the excitement at W1NSL0T! Enjoy quick dep0sits, get up to 5000P welcome b0nuses, and hit more sc@tters. Visit today! 1WinSlt.pw>@+{%}>",Gambling Scam,,
+63900****000,From SSS office Your Disaster Subsidy Benefit P1901.00 has been credited to your Gcash account on 03-Dec-2024. Please receive at SSSPH.pw Thank you.,Government Spoofing,,
+63900****000,"Mondays made better. Join SBET, play JlLl games, and enjoy 10% deposit bonuses daily. _§<SaBT.email< New members get up to P3,000.",Gambling Scam,,
+63640****000,"Manatili lamang sa bahay,tuturuan kita,araw-araw 1000+,Telegram:@apk552",Job Scam,,
+63900****000,"Utosin ang iyong telepono na gumana para sa iyo, nakikita kita araw-araw, Telegram:@niy671",Job Scam,,
+63640****000,"Congratulations! Redeem your P11,500 from G Cash Care. Reference ID:40798928 Claim here:cashsurprise.cl",Prize Scam,,
+63900****000,Where Fortune Awaits! GJP PH Gift P3000! Grab now gjpwin.golf,Prize Scam,,
+63640****000,"BigWln, nanalo ka ng Prize: P39,259. Magparehistro Makakuha ng P17~Maglaro ng P50 Makakuha ng P57. Libreng P128 para sa unang deposito~ gdubw.social",Prize Scam,,
+63900****000,"Compete in GJP Casino's Bet Tournament and win up to 12,000 points! GJArena.de New members receive a 200% bonus + 3000 points. Join today!",Gambling Scam,,
+63640****000,Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: raypop.de.,Prize Scam,,
+63640****000,Rentahan ko gcash mo 2500 monthly. Extra income. PM mko a telegram kung interesado ka @gtomoney,Job Scam,,
+63640****000,"Long time no see, may good news ako sayo. mag-recharge ng P100 at makakuha ng P777 nang libre>>> vgsf7y7qw.nl",Investment Scam,,
+63640****000,"Tara, EPwin! Makukuha mo ang 180% Welcome Bonus hanggang 15k pesos + 1.2% araw-araw na rebate! Mag-enjoy sa mga laro ngayon sa epicdice.de!",Prize Scam,,
+63640****000,"GJGames.de! This Sunday, spin the Daily Lucky Wheel and win a Samsung Galaxy S23+ 5G worth P42,999. New members get 200% bonus + P3000.",Gambling Scam,,
+63640****000,"Make Friday fabulous! Claim 6,888p + 6,888p at GJP PH's Payday Blast. New members score 3000p at GJBets.de . Join the fun now!",Prize Scam,,
+63900****000,Congrats VIP! You've won 300% First Deposit Bonus and FREE100 FBS Bonus! Claim now before it's gone! Contact Customer Service to seize your luck! pnlkawin.de !,Prize Scam,,
+63900****000,May P500 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cowhop.de,Prize Scam,,
+63640****000,"Unleash the fun! Sbet VIP gives you up to 88,888p Bonus! Newbies get 3,000p Welcome Bonus + daily bonuses! Join today at SBWager.de !",Gambling Scam,,
+63640****000,"Compete in July's Mega Tournaments on WinningPlus! Win up to 12,000p + 3,000p bonus & an Oppo Reno 11 Pro 5G valued at 31,999p at wplaysfun.de!",Gambling Scam,,
+63640****000,Nakatanggap ang iyong number ng P8714. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: logpaw.de,Gambling Scam,,
+63900****000,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: hipbow.de,Prize Scam,,
+63640****000,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: hipbow.de,Prize Scam,,
+63900****000,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: mooncow.de,Prize Scam,,
+63900****000,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: mixpod.de,Prize Scam,,
+63640****000,Saturday Frenzy at WPlusSlots.de ! Secure your 999p Bonus + up to 100% first deposit bonus + 588p. Get ready to win!,Gambling Scam,,
+63640****000,"TGIF extravaganza at GJP PH! Get a 6,888p bonus and compete in our Bet Tournament. Win up to 12,000p or an Oppo Reno 11 Pro! Gojpcards.de",Gambling Scam,,
+63640****000,Mag-enjoy ng saya at kumuha ng 100% Welcome Bonus + 50% Live Casino Bonus hanggang 3000 pesos sa EpicWBet.de ngayon! Huwag magpahuli!,Gambling Scam,,
+63900****000,Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha: cxbz.de,Gambling Scam,,
+63900****000,May P6140 na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Maglagay ng P50 upang maclaim sa aming 24/7 CS: kqlx.uk,Prize Scam,,
+63640****000,"Spin the Daily Lucky Wheel atGojplaywild.de and win a Samsung Galaxy S23+ 5G worth P42,999! New members grab a 130% bonus up to P1000. Don't miss out!",Gambling Scam,,
+63640****000,Urgent: NCAP Violation. Pay your overdue fine within 24 hours to prevent driver's license revocation. Visit ltoviolation(.)com for immediate payment.,Government Spoofing,,
+63900****000,"Jump into Friday Fever at GJPusdt.de! Earn a 6,888p Bonus and a chance to win the high-tech VIVO V30 PRO 5G. Start your weekend winning!",Job Scam,,
+63640****000,May P2580 credit ka dito na!Wag sayangin ang extra pera at kunin agad eto in 8hrs. Wag magpahuli at baka magsisi ka! Dali! bnyh.eu,Prize Scam,,
+63640****000,Join the Slot Tournament now! Get 3000p FREE on sign-up + a chance to win a VIVO V30e 256GB! Don't miss out on the excitement! sbetphlucks.eu,Gambling Scam,,
+63900****000,Sign up now and get 3000p FREE + a chance to win a VIVO V30e 256GB! Join the Slot Tournament for your shot at winning big! sbetphbet.eu,Gambling Scam,,
+63640****000,Napili ang number na ito upang manalo ng P2874! Sumali sa zxcd.eu gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,Prize Scam,,
+63900****000,Ikaw ay napili na makatanggap ng P6625 mula sa charm8fortune.uk! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,Gambling Scam,,
+63640****000,"New members sign up even with free P1688 rewards,Extra 20% every day,Limited spots act now! 777cc.eu Get another P188 for downloading the app!",Gambling Scam,,
+63640****000,"charm8fortune.uk <<< Your exclusive bonus of 5,979 pesos has been credited to your account. Don't miss this!!",Prize Scam,,
+63900****000,"GJP Monday Adventure! Win a Xiaomi 14 in our electrifying Bet Tournament at Gojpotfree.de! New player special: Grab a sensational 130% bonus + 1,000P!",Gambling Scam,,
+63640****000,Your experience at WinningPlus! Claim a 6888p bonus! Enjoy the Sunday Special with 999p & free 588p for new members! Visit now at wpfortune.de,Gambling Scam,,
+63640****000,Ikaw ay napili na makatanggap ng P2780 mula sa lucky8jil.ca! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,Prize Scam,,
+63900****000,"Magtungo sa kasiyahan ng Spins Rounds Challenge! Dito, may pagkakataon kang mapanalunan ang bagong Yamaha Mio Gravis! spnswow.eu !",Gambling Scam,,
+63900****000,"Happy Friday! Celebrate with 10% Jili + 12% Daily Bonus on SBET! Win VIVO V30e smartphone, 8GB RAM + 256GB storage and more. Visit sbetcock.eu and start winning!",Gambling Scam,,
+63900****000,lucky7shot.ca <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P100 upang makuha ang panalo!,Prize Scam,,
+63900****000,phmega.uk << Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.,Prize Scam,,
+63900****000,"Sa Spins Rounds Challenge, may chance kang manalo ng Yamaha Mio Gravis. Kumuha agad ng bonus sa spnswow.eu !",Gambling Scam,,
+63900****000,Don't wait! Join GJPblast.eu for your chance to win a Samsung Galaxy S23+ 5G and a 130% bonus up to P1000!,Raffle Scam,,
+63900****000,Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> lvv65a118l.uk/?0skf8hf7ah,Prize Scam,,
+63900****000,Talo na lang lagi sa site mo? Open mo muna tong B0NUS namin para sayo. Kunin habang free kopo.live/o1,Prize Scam,,
+63900****000,Na refund na sa iyong account ang P1560. Mag register at maglagay ng P50 upang makuha: phclaim.uk,Prize Scam,,
+63900****000,GCash: Account verification needed due to suspicious transaction. Kindly Visit: centre.is/GCashProtect to continue using our services,Banking Scam,,
+63640****000,Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa l8shj7177a.uk/?hgbc6a,Gambling Scam,,
+63640****000,"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?66jsnvc",Prize Scam,,
+63900****000,"BIGWIN Recharge ng P100 at makakatanggap ng 100% bonus, at 150% naman sa P500. Mas maraming recharge,mas maraming matatanggap!Link: bigwin.playwin.so",Prize Scam,,
+63900****000,"FG777 Recharge ng P300 at makakatanggap ng 100% bonus, at 150% naman sa P500. Mas maraming recharge,mas maraming matatanggap!Link: fg4777.playwin.so",Prize Scam,,
+63900****000,"FG777 Recharge ng P300 at makakatanggap ng 100% bonus, at 150% naman sa P500. Mas maraming recharge,mas maraming matatanggap!Link: fg4777.playwin.so",Prize Scam,,
+63900****000,Na refund na sa iyong account ang P1990 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na: fg.ss777b.fo,Prize Scam,,
+63900****000,"Exclusive benefits are waiting for you! Get a free umbrella, T-shirt, hat, and P200 bonus! Join our Telegram: @SpinsPHLive",Gambling Scam,,
+63640****000,Join now to collect iPhone15pro: 5333.jl5555.ca,Prize Scam,,
+63900****000,"Oi,[NAME]! Jackpot ka na! Nakakuha ang iyong number ng 88! Bisita lang sa: mayas.la/2pq6 para sa iyong reward!",Gambling Scam,,
+63900****000,"[NAME],wow! Napili ang number mo,may 188 kang ma-claim! Mag-click dito: mayas.la/4fnx para i-claim ang premyo!",Prize Scam,,
+63900****000,"Wow,[NAME],panalo ka! Ang iyong number ay napili,may 288 kang bonus! Pindutin mo ito: mayas.la/2pqi para i-claim!",Prize Scam,,
+63900****000,"[NAME],wow! Napili ang number mo,may 188 kang ma-claim! Mag-click dito: mayas.la/ryjf para i-claim ang premyo!",Prize Scam,,
+63900****000,"Kabayan,[NAME]! CO777 giving away 288 para sa mga bagong salta. Grab this chance,i-tweet mo na! Bisitahin ang: mayas.la/bigc !",Prize Scam,,
+63900****000,100%-150% na bonus sa unang deposito araw-araw joiu02vi.ca,Investment Scam,,
+63900****000,100%-150% na bonus sa unang deposito araw-araw hoi3u5x.ca,Investment Scam,,
+63900****000,"Race to riches! Claim your 7,777p Free Bonus at panaloka.de Speed through the Mystery AMPAO and win 500,000p! Fast-track your fortune!",Prize Scam,,
+63640****000,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! hoi3u5x.ca",Prize Scam,,
+63900****000,Limited time bnus 555! Register to receive: 5111.55665jl.ca,Prize Scam,,
+63900****000,May Bonanza package! Magdeposito at makakuha ng 3 araw na libreng kredito UP to 300 p at 100% welcome bonus. Website : Ep1cwin.eu Maglaro ngayon!,Investment Scam,,
+63900****000,Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu maglaro ngayun!,Gambling Scam,,
+63900****000,Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu maglaro ngayun!,Gambling Scam,,
+63900****000,GCash Alert! Please be advised that we are asking everyone to update their account to avoid deactivation. Update here: gcashcare-privacy-center.digital,Banking Scam,,
+63900****000,"[NAME], ready ka bang maging swerte? Pasok na sa s-mt.ca/g2gn at baka ikaw na ang manalo ng 177. Dali, check mo na 'to sa TG: s-mt.ca/v69h",Prize Scam,,
+63900****000,"Huwag kalimutang mag-share ng 200 bonus, [NAME]! Dali, pumunta ka na dito s-mt.ca/ervbc para makuha mo.",Prize Scam,,
+63900****000,"[NAME]maraming games na pwede mong manalo, 57+200 na bonus handa na sa iyong account sa s-mt.ca/rbyw",Prize Scam,,
+63900****000,"Good day from GCash, Please be advised that we are asking everyone to verify their account to avoid deactivation tomorrow. Verify here: kol.vin/4g-Gcash",Banking Scam,,
+63900****000,[Epicwin]: Navigate your way to riches with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus! Trusted Website: EpicWph.eu Play Now!,Gambling Scam,,
+63900****000,"Good day from GCash, Please be advised that we are asking everyone to verify their account to avoid deactivation tomorrow. Verify here: kol.vin/4g-Gcash",Banking Scam,,
+63900****000,"[NAME],Mag-login ngayon sa s-mt.ca/v7gu , [NAME]! Bibigyan ka agad ng 200, at bawat araw may tsansa kang manalo ng 577 sa P10 lang.",Gambling Scam,,
+63900****000,"Transform your payday with GoJackpot! Claim 6,888p bonus today! GoJpot.eu Dreaming of the Samsung Galaxy S23+? Spin now for your chance to win it!",Gambling Scam,,
+63900****000,The Payday Bonanza is almost here! Claim Your 999p Bonus Tomorrow! WinPlusNa.eu Spin for the chance to win a Xiaomi 14! Get 588p + 388p Bonus!,Gambling Scam,,
+63900****000,"Take home a Xiaomi TV A Pro 55"" by playing in the Slots Tournament! GoJackswins.eu New members enjoy a free 1,000p + 177p bonus!",Gambling Scam,,
+63900****000,"[Epicwin]: Keep the fun going with EpicWin's Daily Cashback! Trusted Website: EpicWinsph1.eu Claim your Slot Welcome Bonus up to 5,000p today!",Gambling Scam,,
+63900****000,"May libreng 100 pesos para sa mga Boss! Kumpletuhin ang pagrehistro! spinsnow.eu Mag-Enjoy sa Spins, bawat laro ay may mga bonus! Mag-sign up na!",Gambling Scam,,
+63900****000,"I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 1q2w3e8.ca",Investment Scam,,
+63900****000,"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p ! Panalokawins.eu Claim your 300% FIRST BONUS! sign up now",Investment Scam,,
+63640****000,"2.Big wins, small bets! 100 pesos becomes 50K in GPLAY Dare to win at 1q2w3e7.ca",Gambling Scam,,
+63900****000,APP download reward P18Promotion details: URL: lvjili.eu New members get a free P18 download bonus and can claim up to PHP 777P,Gambling Scam,,
+63900****000,"1.I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 1q2w3e7.ca",Investment Scam,,
+63900****000,"1.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! 1q2w3e7.ca",Investment Scam,,
+63900****000,"PHLPOST Mail that requires your signature has been returned to your local post office, to arrange re-delivery please visit phlurs.tw",Delivery Scam,,
+63900****000,Double your funds at fun sa gaming with our unbeatable 100% bonus na may free red envelope. luck45.eu/7v4m,Gambling Scam,,
+63640****000,Double your funds at fun sa gaming with our unbeatable 100% bonus na may free red envelope. luck45.eu/7v4m,Gambling Scam,,
+63900****000,"Ready Exciting Weekend at Sbet! Enjoy 200% Deposit Bonus With Free 3,000p! Sbetwin.eu Win Big Now from Weekend Special Prize Pool & Get Up to 22% Extra Bonus",Gambling Scam,,
+63900****000,[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : Epicwins2.eu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,Prize Scam,,
+63900****000,"2.Magdeposito ng 100P, makakuha ng 100P na libre 1q2w3e6.ca",Investment Scam,,
+63900****000,"Join WinningPlus now for a 100% bonus + 7% daily bonus, up to 60,00 bonus! Don't miss out on your chance to win big! Winplusph1.eu",Raffle Scam,,
+63900****000,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins88.eu,Gambling Scam,,
+63900****000,"1.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! 1q2w3e6.ca",Prize Scam,,
+63900****000,b9k.co.za Mag-recharge ng 100P. Magbahagi ng 500K pulang sobre araw-araw;,Investment Scam,,
+63640****000,"y2wt.nz/5Sb5 Sa 200% bonus, bawat deposit mo, puno ng possibilities!",Prize Scam,,
+63900****000,"[NAME]. [SVIP]Solo offer mo 'to: Depo 300, siguradong may 200 ka. Agapan mo! s-mt.ca/g8ty",Investment Scam,,
+63900****000,"3.Big wins, small bets! 100 pesos becomes 50K in GPLAY Dare to win at 1q2w3e4.ca",Gambling Scam,,
+63640****000,qltp.de/ndpY I-unleash ang full potential ng iyong gaming with our 200% deposit bonus.,Gambling Scam,,
+63900****000,[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : epicwins1.eu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,Prize Scam,,
+63900****000,[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : epicwins1.eu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,Prize Scam,,
+63900****000,Ready for non-stop excitement? Join now to claim your 1177p Welcome Bonus & compete for a chance to win a SAMSUNG GALAXY S23+ in Slots Tournament! GoJackpot2.eu,Gambling Scam,,
